类型,名称,出处,片段
关系,NOLUS-negative patients | clinical_benefit_rate | 52.1%,paper_418_39877556,位置: Discussion / chunk 6 | 证据: Clinical benefit rate ... NOLUS-Negative: 87(52.1%)
概念,Neuropathic pain (NP),paper_905_39867538,位置: Introduction / chunk 0 | 证据: Neuropathic pain (NP) is a prevalent chronic pain condition
概念,Electroacupuncture (EA),paper_905_39867538,位置: Introduction / chunk 0 | 证据: Electroacupuncture (EA) in mitigating neuropathic pain
概念,Chronic constriction injury (CCI),paper_905_39867538,位置: Introduction / chunk 0 | 证据: Chronic constriction injury (CCI) model mice
概念,Gut microbiota,paper_905_39867538,"位置: Introduction / chunk 0 | 证据: the amelioration of NP remains inadequately understood, particularly the role of gut microbiota"
关系,Neuropathic pain | associated_with | anxiety and depression,paper_905_39867538,"位置: Introduction / chunk 0 | 证据: NP commonly co-occurs with negative emotional states, such as anxiety and depression"
关系,Electroacupuncture | alleviates | neuropathic pain,paper_905_39867538,位置: Introduction / chunk 0 | 证据: Electroacupuncture (EA) in mitigating neuropathic pain
关系,Electroacupuncture | regulates | gut microbiota,paper_905_39867538,位置: Introduction / chunk 0 | 证据: the role of gut microbiota by EA and the amelioration of NP
概念,16s rDNA sequencing,paper_905_39867538,位置: Discussion / chunk 7 | 证据: we used 16s rDNA sequencing of fecal microbiota
关系,Electroacupuncture | relieves | mechanical allodynia,paper_905_39867538,位置: Discussion / chunk 7 | 证据: EA treatment relieved the mechanical hyperalgesia and anxiety- and depressive-like behaviors induced by CCI
关系,Gut microbiota | associated_with | chronic pain,paper_905_39867538,位置: Discussion / chunk 7 | 证据: gut microbiota perform multiple functions and play an important role in somatic chronic pain
概念,Fecal microbiota transplantation (FMT),paper_905_39867538,位置: Discussion / chunk 7 | 证据: fecal microbiota transplantation (FMT) from one healthy lean subject into fibromyalgia patients improved the clinical symptoms
关系,Fecal microbiota transplantation | improves | pain and anxiety,paper_905_39867538,"位置: Discussion / chunk 7 | 证据: FMT from one healthy lean subject into fibromyalgia patients improved the clinical symptoms, including pain, sleep, anxiety"
关系,Electroacupuncture | has | therapeutic effect,paper_905_39867538,位置: Conclusion / chunk 8 | 证据: these findings suggested that alleviation of neuropathic pain through EA treatment may be closely related
概念,Tanshinone IIA (Tan IIA),paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: Tanshinone IIA (Tan IIA) is a lipophilic active constituent derived from Salvia miltiorrhiza Bunge (Danshen)
概念,calcium alginate (CA) nanoparticles,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: we developed a calcium alginate (CA) nanoparticle carrier for Tan IIA
概念,poor solubility,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: The clinical applications of Tan IIA are limited due to its poor solubility
概念,pH-responsive nanoparticles,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: nanoparticles with pH-responsive properties
概念,anticancer mechanisms,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: explore their potential anticancer mechanisms
概念,apoptosis,paper_624_39861714,"位置: 前言 / chunk 0 / page 2 | 证据: anticancer effects through apoptosis, ferroptosis, and autophagy pathways"
概念,ferroptosis,paper_624_39861714,"位置: 前言 / chunk 0 / page 2 | 证据: anticancer effects through apoptosis, ferroptosis, and autophagy pathways"
概念,autophagy,paper_624_39861714,"位置: 前言 / chunk 0 / page 2 | 证据: anticancer effects through apoptosis, ferroptosis, and autophagy pathways"
概念,enhanced solubility,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: Tan IIA/CA nanoparticles demonstrated enhanced solubility
概念,improved therapeutic efficacy,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: improved therapeutic efficacy of Tan IIA in cancer treatment
概念,HGC 27 cell line,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: human gastric cancer cell line (HGC 27)
概念,CX1 cell line,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: colorectal cancer cell line (CX1)
概念,GPX4,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: GPX4 is a key protein to ferroptosis
概念,Caspase 3,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: Caspase 3 plays a key role in apoptosis
概念,ATG5,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: ATG5 is a key protein involved in autophagy
概念,AMPK,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: phosphorylated AMPK
概念,mTOR,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: mTOR phosphorylated mTOR
概念,ERK,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: ERK
概念,low encapsulation rate,paper_624_39861714,位置: Discussion / chunk 12 / pages 15-16 | 证据: a low encapsulation rate
关系,Tan IIA/CA nanoparticles | enhances | solubility,paper_624_39861714,位置: 前言 / chunk 0 / page 2 | 证据: Tan IIA/CA nanoparticles demonstrated enhanced solubility
关系,Tan IIA/CA nanoparticles | induces | apoptosis,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: Tan IIA/CA perform promoting apoptosis
关系,Tan IIA/CA nanoparticles | induces | autophagy,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: Tan IIA/CA perform promoting autophagy
关系,Tan IIA/CA nanoparticles | induces | ferroptosis,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: Tan IIA/CA perform promoting ferroptosis
关系,Tan IIA/CA nanoparticles | inhibits | cell proliferation,paper_624_39861714,位置: Discussion / chunk 12 / pages 15-16 | 证据: Tan IIA/CA significantly inhibited cell proliferation
关系,Tan IIA/CA nanoparticles | reduces | cell migration,paper_624_39861714,位置: Discussion / chunk 12 / pages 15-16 | 证据: Tan IIA/CA reduced the migration of HGC 27 and CX1 cells
关系,Tan IIA/CA nanoparticles | increases | ATG5 expression,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: increased levels of ATG 5
关系,Tan IIA/CA nanoparticles | increases | Caspase 3 expression,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: increased levels of Caspase 3
关系,Tan IIA/CA nanoparticles | decreases | GPX4 expression,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: decreased levels of GPX4
关系,Tan IIA/CA nanoparticles | decreases | phosphorylated mTOR,paper_624_39861714,位置: Discussion / chunk 11 / pages 15-16 | 证据: decreased levels of phosphorylated mTOR
关系,CA nanoparticles | not_correlated_with | anticancer effects,paper_624_39861714,位置: Discussion / chunk 12 / pages 15-16 | 证据: anticancer effects of Tan IIA/CA are not correlated with CA carriers
关系,encapsulation rate | challenge | 70-80%,paper_624_39861714,位置: Discussion / chunk 12 / pages 15-16 | 证据: encapsulation rates up to 70–80% is a large challenge
概念,急性肝损伤 (ALI),paper_647_39861738,"位置: 前言 / chunk 0 | 证据: Acute liver injury (ALI) is a prevalent and potentially lethal condition marked by rapid onset, extensive hepatocyte necrosis, and impaired liver function."
概念,甘草酸单铵半胱氨酸 (GMC),paper_647_39861738,"位置: 前言 / chunk 0 | 证据: Glycyrrhizinate monoammonium cysteine (GMC) is a composite drug that includes two components, glycyrrhizic acid and cysteine."
概念,脂质纳米颗粒 (LNPs),paper_647_39861738,位置: 前言 / chunk 0 | 证据: We successfully prepared glycyrrhizinate monoammonium cysteine-loaded lipid nanoparticles (LNPs) using high-pressure homogenization.
概念,成纤维细胞活化蛋白 (FAP),paper_647_39861738,"位置: 前言 / chunk 1 | 证据: Fibroblast activation protein (FAP), a cell surface glycoprotein belonging to the dipeptidyl peptidase-4 (DPP-4) enzyme family, is notably expressed on activated fibroblasts."
概念,Ga-68 FAPI PET/CT 成像,paper_647_39861738,"位置: 前言 / chunk 1 | 证据: by targeting FAP and utilizing PET/CT imaging, this research assesses the effectiveness of drug-loaded treatments."
关系,LNP-GMC | 增强 | GMC 的肝保留和缓释,paper_647_39861738,"位置: 前言 / chunk 0 | 证据: The LNPs enhances drug stability and prolongs its hepatic retention, improving bioavailability and sustained release within the liver."
关系,ALI | 涉及 | 活性氧 (ROS) 过度产生,paper_647_39861738,位置: 前言 / chunk 0 | 证据: A key factor in the development of ALI is the overproduction of reactive oxygen species (ROS) and consequent oxidative stress.
关系,GMC | 具有 | 抗氧化作用,paper_647_39861738,"位置: 前言 / chunk 0 | 证据: GMC exhibits various effects, such as antioxidant, anti-inflammatory, and antiviral properties."
关系,LNP-GMC | 降低 | ALT 和 AST 水平,paper_647_39861738,"位置: Discussion / chunk 9 | 证据: The LNP-GMC group had similar ALT (219.20 ± 1.20 U/L) and AST (352.30 ± 4.75 U/L) levels to the ALI/GMC2 group, indicating significant reductions."
关系,LNP-GMC | 改善 | 肝病理学,paper_647_39861738,"位置: Discussion / chunk 9 | 证据: The liver pathology of mice in the LNP-GMC group showed significant improvement, with no apparent patchy necrosis observed."
关系,Ga-68 FAPI PET/CT | 用于 | ALI 诊断和监测,paper_647_39861738,位置: 前言 / chunk 1 | 证据: We further investigate the potential of Ga-FAPI as a specific probe in the diagnosis and treatment monitoring of ALI.
关系,LNP-GMC | 表现出 | 最小细胞毒性和溶血性,paper_647_39861738,"位置: Discussion / chunk 9 | 证据: LNP-GMC exhibited minimal cytotoxicity in vitro and did not induce significant hemolysis in vivo, suggesting that LNPs are a biologically safe medium."
概念,丙氨酸氨基转移酶 (ALT),paper_647_39861738,位置: Discussion / chunk 9 | 证据: Normal mouse serum levels are 35.00–129.00 U/L for ALT and 45.00–91.00 U/L for AST.
概念,天冬氨酸氨基转移酶 (AST),paper_647_39861738,位置: Discussion / chunk 9 | 证据: Normal mouse serum levels are 35.00–129.00 U/L for ALT and 45.00–91.00 U/L for AST.
关系,LNP-GMC | 粒径 | 约 200 nm,paper_647_39861738,"位置: Discussion / chunk 10 | 证据: In our study, to ensure both uniformity and a consistent diameter of approximately 200 nm, the synthesized mixture was subjected to physical extrusion."
概念,nanosuspensions (NS),paper_47_39861782,位置: 前言 / chunk 0 | 证据: Pharmaceutical nanosuspensions (NS) are nanodispersed solid–liquid (S/L) systems consisting of nanoscale insoluble drug particles in a solid-phase state
概念,Biopharmaceutics Classification System (BCS) class II drugs,paper_47_39861782,"位置: 前言 / chunk 1 | 证据: This approach is particularly effective for Biopharmaceutics Classification System (BCS) class II and IV drugs, which are characterized by poor solubility."
概念,Biopharmaceutics Classification System (BCS) class IV drugs,paper_47_39861782,"位置: 前言 / chunk 1 | 证据: This approach is particularly effective for Biopharmaceutics Classification System (BCS) class II and IV drugs, which are characterized by poor solubility."
概念,griseofulvin,paper_47_39861782,"位置: 前言 / chunk 1 | 证据: For BCS class II drugs such as griseofulvin, NS enhance dissolution-limited absorption by providing a greater surface area"
概念,ibuprofen,paper_47_39861782,"位置: 前言 / chunk 1 | 证据: This method is particularly beneficial for drugs with pH-dependent solubility, such as ibuprofen and ketoprofen"
